Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123.45f,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123.45d,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123.45f,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123.45d,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,ScalarDatasetTest,scalarDatasetTests,Magic Number,The method contains a magic number: 123,52
.,io.jhdf.dataset,SlicingTest,beforeAll,Long Statement,The length of the statement "scalarEmptyDatasetsHdfFile=HdfFile.fromInputStream(SlicingTest.class.getResourceAsStream("/hdf5/test_scalar_empty_datasets_latest.hdf5"));" is 138.,32
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 15,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 15,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 3,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 15,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 15,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 3,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 15,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 4,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 30,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 15,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 5,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 3,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 3,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 4,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 4,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 2,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 3,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 3,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 4,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 4,38
.,io.jhdf.dataset,SlicingTest,test3DSliceIntDataset,Magic Number,The method contains a magic number: 10,38
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 6,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 17,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 17,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 6,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 3,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 19,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 22,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 22,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 19,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 3,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 22,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 22,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 19,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 4,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 22,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 22,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 19,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 5,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 3,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 3,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 4,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 4,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 2,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 3,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 3,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 4,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 4,69
.,io.jhdf.dataset,SlicingTest,test3DSliceFloatDataset,Magic Number,The method contains a magic number: 10,69
.,io.jhdf.dataset,StringDatasetTest,setup,Long Identifier,The length of the field utf8VariableLengthReusedHdfFile is 31.,56
.,io.jhdf.dataset,StringDatasetTest,setup,Long Identifier,The length of the field HDF5_UTF8_VARIABLE_LENGTH_REUSED is 32.,56
.,io.jhdf.dataset,StringDatasetTest,setup,Long Identifier,The length of the field HDF5_MULTI_DIM_FIXED_LENGTH_STRING_DATASET is 42.,56
.,io.jhdf.dataset,StringDatasetTest,tearDown,Long Identifier,The length of the field utf8VariableLengthReusedHdfFile is 31.,66
.,io.jhdf.dataset,StringDatasetTest,stringDataset1DTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer("earliest"`Arrays.asList(dynamicTest("fixed ASCII"`createTest(earliestHdfFile`"/fixed_length_ascii"))`dynamicTest("fixed ASCII 1 char"`createTest(earliestHdfFile`"/fixed_length_ascii_1_char"))`dynamicTest("variable ASCII"`createTest(earliestHdfFile`"/variable_length_ascii"))`dynamicTest("variable UTF8"`createTest(earliestHdfFile`"/variable_length_utf8"))))`dynamicContainer("latest"`Arrays.asList(dynamicTest("fixed ASCII"`createTest(latestHdfFile`"/fixed_length_ascii"))`dynamicTest("fixed ASCII 1 char"`createTest(latestHdfFile`"/fixed_length_ascii_1_char"))`dynamicTest("variable ASCII"`createTest(latestHdfFile`"/variable_length_ascii"))`dynamicTest("variable UTF8"`createTest(latestHdfFile`"/variable_length_utf8")))));" is 764.,76
.,io.jhdf.dataset,StringDatasetTest,testUtf8FixedLengthDataset,Long Statement,The length of the statement "assertThat(stringData`is(arrayContaining("att-1ä@µÜß?3"`"att-1ä@µÜß?1"`"att-1ä@µÜß?0"`"att-1ä@µÜß?0"`"att-1ä@µÜß?0"`"att-1ä@µÜß?6"`"att-1ä@µÜß?2"`"att-1ä@µÜß?5"`"att-1ä@µÜß?0"`"att-1ä@µÜß?5")));" is 234.,141
.,io.jhdf.dataset,StringDatasetTest,testUtf8VariableLengthReusedDataset,Long Identifier,The length of the field utf8VariableLengthReusedHdfFile is 31.,166
.,io.jhdf.dataset,StringDatasetTest,testUtf8VariableLengthReusedDataset,Long Statement,The length of the statement "assertThat(stringData`is(arrayContaining("att-0-value-1"`"att-0-value-1"`"NULL"`"NULL"`"NULL"`"att-0-value-1"`"att-0-value-0"`"att-0-value-1"`"NULL"`"NULL")));" is 159.,166
.,io.jhdf.dataset,StringDatasetTest,testMultiDimensionalFixedLengthDataset,Magic Number,The method contains a magic number: 3,200
.,io.jhdf.dataset,StringDatasetTest,testMultiDimensionalFixedLengthDataset,Magic Number,The method contains a magic number: 2,200
.,io.jhdf.dataset,StringDatasetTest,testMultiDimensionalFixedLengthDataset,Magic Number,The method contains a magic number: 3,200
.,io.jhdf.dataset,StringDatasetTest,testMultiDimensionalFixedLengthDataset,Magic Number,The method contains a magic number: 2,200
.,io.jhdf.dataset,VariableLengthDatasetTest,compressedChunkedDatasetReadTests,Long Statement,The length of the statement "return Arrays.asList(dynamicContainer(HDF5_TEST_EARLIEST_FILE_NAME`Arrays.asList(dynamicTest("float32"`createTest(earliestHdfFile`"vlen_float32_data"))`dynamicTest("float32 - chunked"`createTest(earliestHdfFile`"vlen_float32_data_chunked"))`dynamicTest("float64"`createTest(earliestHdfFile`"vlen_float64_data"))`dynamicTest("float64 - chunked"`createTest(earliestHdfFile`"vlen_float64_data_chunked"))`dynamicTest("uint8"`createTest(earliestHdfFile`"vlen_uint8_data"))`dynamicTest("uint8 - chunked"`createTest(earliestHdfFile`"vlen_uint8_data_chunked"))`dynamicTest("uint16"`createTest(earliestHdfFile`"vlen_uint16_data"))`dynamicTest("uint16 - chunked"`createTest(earliestHdfFile`"vlen_uint16_data_chunked"))`dynamicTest("uint32"`createTest(earliestHdfFile`"vlen_uint32_data"))`dynamicTest("uint32 - chunked"`createTest(earliestHdfFile`"vlen_uint32_data_chunked"))`dynamicTest("uint64"`createTest(earliestHdfFile`"vlen_uint64_data"))`dynamicTest("uint64 - chunked"`createTest(earliestHdfFile`"vlen_uint64_data_chunked"))`dynamicTest("int8"`createTest(earliestHdfFile`"vlen_int8_data"))`dynamicTest("int8 - chunked"`createTest(earliestHdfFile`"vlen_int8_data_chunked"))`dynamicTest("int16"`createTest(earliestHdfFile`"vlen_int16_data"))`dynamicTest("int16 - chunked"`createTest(earliestHdfFile`"vlen_int16_data_chunked"))`dynamicTest("int32"`createTest(earliestHdfFile`"vlen_int32_data"))`dynamicTest("int32 - chunked"`createTest(earliestHdfFile`"vlen_int32_data_chunked"))`dynamicTest("int64"`createTest(earliestHdfFile`"vlen_int64_data"))`dynamicTest("int64 - chunked"`createTest(earliestHdfFile`"vlen_int64_data_chunked"))))`dynamicContainer(HDF5_TEST_LATEST_FILE_NAME`Arrays.asList(dynamicTest("float32"`createTest(latestHdfFile`"vlen_float32_data"))`dynamicTest("float32 - chunked"`createTest(latestHdfFile`"vlen_float32_data_chunked"))`dynamicTest("float64"`createTest(latestHdfFile`"vlen_float64_data"))`dynamicTest("float64 - chunked"`createTest(latestHdfFile`"vlen_float64_data_chunked"))`dynamicTest("uint8"`createTest(latestHdfFile`"vlen_uint8_data"))`dynamicTest("uint8 - chunked"`createTest(latestHdfFile`"vlen_uint8_data_chunked"))`dynamicTest("uint16"`createTest(latestHdfFile`"vlen_uint16_data"))`dynamicTest("uint16 - chunked"`createTest(latestHdfFile`"vlen_uint16_data_chunked"))`dynamicTest("uint32"`createTest(latestHdfFile`"vlen_uint32_data"))`dynamicTest("uint32 - chunked"`createTest(latestHdfFile`"vlen_uint32_data_chunked"))`dynamicTest("uint64"`createTest(latestHdfFile`"vlen_uint64_data"))`dynamicTest("uint64 - chunked"`createTest(latestHdfFile`"vlen_uint64_data_chunked"))`dynamicTest("int8"`createTest(earliestHdfFile`"vlen_int8_data"))`dynamicTest("int8 - chunked"`createTest(earliestHdfFile`"vlen_int8_data_chunked"))`dynamicTest("int16"`createTest(earliestHdfFile`"vlen_int16_data"))`dynamicTest("int16 - chunked"`createTest(earliestHdfFile`"vlen_int16_data_chunked"))`dynamicTest("int32"`createTest(earliestHdfFile`"vlen_int32_data"))`dynamicTest("int32 - chunked"`createTest(earliestHdfFile`"vlen_int32_data_chunked"))`dynamicTest("int64"`createTest(earliestHdfFile`"vlen_int64_data"))`dynamicTest("int64 - chunked"`createTest(earliestHdfFile`"vlen_int64_data_chunked")))));" is 3208.,56
